title,url,company,address,salary,experience,education,tags,fuli,detail
无人驾驶算法工程师,https://www.lagou.com/jobs/4825319.html,"中云智车/ZIVT
该企业已上传营业执照并通过资质验证审核",北京·苏州桥,"30k-60k
经验3-5年",硕士,"地图
图像处理",[],“五险一金”,"职位描述：
岗位职责：
全面负责公司系列无人车产品的感知、定位或规划控制算法的开发，包括三维点云/视觉目标检测识别追踪，点云地图配准定位，地图建立与SLAM技术，车辆驾驶决策与路径规划技术等。


任职要求:
1、优秀的编程能力，熟练掌握C++、Python。
2、具备ROS下机器人系统研发能力，熟练掌握Linux，有无人驾驶，移动机器人相关项目开发经验，了解autoware，Apollo等开源自动驾驶项目。
3、精通以下一个或多个领域:
基于视觉/激光雷达的目标检测、识别、跟踪；
点云/图像场景分割、理解；
三维点云/图像处理方法及相关工具库;
雷达摄像头等多传感器融合方法;
基于深度学习目标检测常见算法;
激光/视觉SLAM;
高精度地图;
无人车驾驶决策与路径规划及控制算法等。"
高精地图/定位算法工程师,https://www.lagou.com/jobs/4799956.html,"牧月
该企业已上传营业执照并通过资质验证审核",深圳·龙华新…,"25k-50k
经验1-3年",本科,"地图
数据分析",[],"“福利好,氛围好,三餐”","职位描述：
职位描述：
-协助完成无人车高精地图/定位相关的算法开发、测试；
-工作内容包括但不限于：SLAM、多传感器融合、优化等；
-地图相关的智能化数据标注等工具开发、完善；

岗位要求：
-具有自动化、计算机等相关专业本科及以上学历；
-编程基础扎实，熟悉Linux操作系统，有较丰富c/c++、python等开发经验；
-熟悉三维重建基本算法；
-有点云数据处理经验者优先；
-有无人驾驶、无人机等相关工作经验者优先；
-具备较好的沟通表达能力和团队合作意识，有激情，能适应创业公司；"
感知算法工程师,https://www.lagou.com/jobs/5274284.html,"DJI大疆创新
该企业已上传营业执照并通过资质验证审核",深圳·深圳湾,"20k-35k
经验不限",硕士,"计算机视觉
图像处理",[],“绩效奖金 福利好 晋升空间”,"职位描述：
工作职责：
1. 负责开发及实现面向无人机平台等应用的复杂感知功能；
2. 负责基于视觉，激光雷达等传感器的前沿感知技术预研。

任职资格：
1. 硕士及以上学历；
2. 具备较好的编程能力，熟练掌握C/C++等编程语言；
3. 具有模式识别、图像处理、计算机视觉、点云处理、多传感器数据融合等相关领域经验，包括但不限于：
1)基于单目/双目相机，多传感器融合SLAM；
2)图像多视几何算法，双目stereo深度估计/标定；
3)图像处理，多传感器标定；
4)激光点云的预处理、对象检测、跟踪、场景理解与分割；
5)基于深度学习/传统机器学习算法的物体检测与识别、场景理解等；
4. 有良好的沟通能力和团队合作能力，善于沟通,工作自主驱动,具备良好的问题定位分析能力；
5. 了解视觉处理平台，有FPGA/ASIC/DSP平台视觉算法实现经验者优先。"
图像识别算法工程师,https://www.lagou.com/jobs/3406921.html,"玩瞳科技
该企业已上传营业执照并通过资质验证审核",深圳·福田区,"15k-30k
经验1-3年",本科,"机器学习
计算机视觉
图像处理
模式识别",[],"“环境舒适,双休,个性午餐,前景广阔”","职位描述：
岗位职责：
1) 负责图像处理识别技术的研究；
2) 负责深度学习和神经网络的样本视觉预处理；
3) 负责相关算法的预研、算法设计、编码和实现，以及文档的书写等整套流程。
任职要求：
1) 熟悉特征提取、图像纹理分割等相关算法；
2) 能够熟练使用OpenCV，熟悉C/C++，Matlab，至少了解(Python、Perl、Ruby等)一种脚本语言，了解Linux开发环境；
3）了解ARToolkit、easyAR，有SLAM相关开发经验最佳；
4）计算机、数学、信号处理等相关专业三年以上工作经验，相关具有扎实的数学功底，丰富的图像处理和模式识别的理论知识；
5) 英文读写能力强，能够快速的阅读各种技术文档和论文，并能够深入理解和实现相关的算法；
6) 热爱计算机视觉领域研究，学习能力强，渴望了解前沿顶尖的技术知识，不畏艰难，勇于面对工作中的各项挑战；
7) 有机器学习，车牌识别，模式识别相关工作经验者优先。"
人工智能和机器人软件开发工程师,https://www.lagou.com/jobs/5309721.html,高森智能,哈尔滨·宣化…,"5k-10k
经验1-3年",本科,"机器学习
计算机视觉
深度学习",[],“人工智能和机器人软件开发工程师”,"职位描述：
软件研发中心招聘
薪资：5千-1万/月
招聘人数；9人
项目开发提成，成为公司研发团队骨干者公司给予期权
学历不限
人工智能，计算机视觉/机器视觉，目标识别检测，目标图像识别，物体（产品）识别分类检测，机器人方向。
有相关项目经验优先
岗位职责:
根据需求进行系统的功能设计。
根据设计文档或需求完成代码编写，分析并解决软件开发过程中的问题，进行软件调试，系统测试和维护。
完成编写代码注释和相关开发文档。
制定测试计划，定位、发现和解决问题。
配合项目相关人员完成公司任务。
任职要求:
计算机软硬件、数学等相关专业。
精通英语等至少一门外语。
掌握至少一门以上主流开发语言（C/C++/Java/Python/PHP/.NET等）
开发语言基础扎实。（主要）

物联网方向：
熟悉相关网络（物联网）协议，接口技术。
熟悉常用视频、图像、传感器等数据采集及处理。

桌面服务器移动端方向：
熟悉主流开发框架（前后端、中间件）、组件（库）等技术。
有互联网服务端，桌面和移动端开发经验。

人工智能方向：
熟悉大数据、云计算、主流操作系统运维，精通人工智能机器学习、深度学习等常用算法和开发技术。

计算机视觉/机器视觉方向：
熟悉计算机视觉，机器视觉相关软件、开发库，图像识别目标检测开发技术(opencv,halcon等)。

智能机器人方向：
熟悉智能机人控制导航相关技术，(基于ros的slam导航控制等)

熟悉主流数据库中的至少两种，有实时数据库经验。
熟悉建模、测试、版本控制等工具。
具有良好的口头和文字表达，文档交付能力。
具备良好的团队协作精神及踏实认真的工作态度。

有生产线产品分类检测软件开发经验优先
（包括但不限制以上条件，有专长可以面谈）"
视觉算法工程师,https://www.lagou.com/jobs/4313026.html,"道通智能航空
该企业已上传营业执照并通过资质验证审核",西安·沣惠南…,"15k-25k
经验不限",硕士,"产品设计
产品策划",[],"“绩效奖金,年终奖金,工作氛围好,技术大神”","职位描述：
岗位职责
1) 负责视觉图像相关的算法开发。
2) 验证算法原型，并且能够针对计算平台特性对算法进行加速优化。
3) 负责调试、改进相关程序，使之能够产品化。
岗位要求：
1) 计算机、图像算法、模式识别、数学类、自动化等相关专业硕士及以上学历。
2) 在SFM、SLAM、视觉跟踪、三维重建、多传感器融合等任一领域有深入研究。
3) 精通C/C++，有在嵌入式平台上实现图像视觉算法的相关经验。
4) 精通opencv、opencl、caffe、tensorflow等图像视觉库，熟练使用python、matlab、c/c++、java、go 中至少一种，能够快速验证算法原型。
5)具备扎实的编程基础与数学基础，熟悉常用数据结构与算法。
6) 能够快速阅读相关方向的英文文献，并能够用程序语言实现。"
无人驾驶环境算法工程师,https://www.lagou.com/jobs/5331284.html,"Autobrain
该企业已上传营业执照并通过资质验证审核",天津·新立,"15k-25k
经验应届毕业生",硕士,语音算法,[],“高薪、福利好、创新公司、领导nice”,"职位描述：
工作职责：
1、基于无人车车载视觉的车道线识别，场景识别，红绿灯识别，SLAM，里程计等算法研发；
2、基于无人车车载激光/毫米波雷达的目标检测与跟踪，SLAM，里程计等算法研发
3、无人车定位方法研发
4、无人车决策算法研发
5、无人车控制算法研发
6、无人车道路试验与算法调试
7、无人车工程项目技术跟进与调试
任职要求：
1、人工智能/控制/计算机等相关专业研究生以上学历；
2、在学校学习或工作期间有过半年以上人工智能方向算法研发经历；
3、参与过较大型项目软件开发，独立完成过项目中部分环节软件代码编写；
4、具有较强编程能力，熟练掌握C++语言编程；
5、愿意投身无人车研发行业，从事无人车方向技术研发"
视觉算法工程师,https://www.lagou.com/jobs/4580591.html,"Ximmerse
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"20k-40k
经验5-10年",本科,"硬件制造
图像处理",[],"“职业发展,企业氛围,技术提升,员工福利”","职位描述：
岗位职责：
1、 归属Ximmerse研究部门X-Lab, 负责公司最新技术 (包括图像/视频处理, 3D/立体视觉, SLAM, 机器学习, 深度学习, VR/AR/MR交互技术, 可穿戴技术, 图形学等相关领域) 的探索, 设计及具体代码实现；
2、 负责公司各个产品线中涉及的算法以及软件开发相关的支持和指导工作；
3、针对不同的硬件平台，对各类软件/算法实现进行移植和优化。

岗位要求：
1、 本科及以上学历 (硕士以上优先)，计算机、软件工程、电子工程、自动化、人工智能、模式识别等相关专业；
2、熟练掌握C/C++和Matlab等编程语言，熟练掌握编程工具Viusal Studio开发和Matlab仿真，熟悉OpenCV图像处理库，能独立完成项目或模块的开发；
3、对计算机视觉领域有较好的理解和浓厚兴趣，有图像处理、模式识别、信号处理、人工智能等相关的经验；
4、工作认真，具有良好的逻辑分析能力、沟通能力及学习能力，具有良好的团队合作能力。

加分项：
1、爱好钻研, 有原创性的论文或者专利等发表；
2、参与过大型计算机视觉相关的项目开发经验, 有摄像头标定和三维重构项目经验优先；
3、有界面开发 (例如基于QT, MFC, C#等界面开发) 以及OpenGL开发经验优先；
4、有不同平台（Linux，ARM, FPGA, DSP）的移植经验优先；
5、有GPU/CUDA, OpenCL等代码加速/优化经验优先；
6、具有初创公司工作经历者优先。"
算法工程师,https://www.lagou.com/jobs/5087655.html,"律典
该企业已上传营业执照并通过资质验证审核",上海·虹梅路,"10k-20k
经验1-3年",本科,"移动互联网
工具软件
C++
模式识别
视频算法",[],"“发展空间大,技术前卫”","职位描述：
岗位要求：
1. 本科及以上学历
2. 计算机图形图像等相关专业毕业
3. 2年以上工作经验
4. 丰富的图像处理算法经验，熟练使用FreeMat、OpenCV或其它工具
5. 能够熟练使用java、c/c++、python语言进行编程开发
6. 有图形图像处理相关算法经验
7. 有数据统计分析相关算法经验
8. 熟悉SLAM、VIO算法
9. 有较强的逻辑思维能力、分析和解决问题能力，有持续自我学习的能力和意愿，善于沟通和逻辑表达
10. 有机器学习相关工作经验者优先"
导航算法工程师,https://www.lagou.com/jobs/5188310.html,"穆天机器人
该企业已上传营业执照并通过资质验证审核",杭州·火车东…,"15k-30k
经验1-3年",硕士,人工智能,[],"“五险一金,期权奖励,周末双休,员工旅游”","职位描述：
【岗位要求】
1、负责移动机器人运动模型的建模，包括多种传感器误差模型以及机器人执行误差模型的建立，并通过大量实验数据，验证模型的准确性； 
2、移动机器人定位与地图构建算法的研究与开发；
3、负责算法的优化、移植和产品化。
【任职资格】
1、硕士以上学历，有实际经验优秀本科生亦可考虑；
2、了解移动机器人相关技术，有机器人研发经历优先；
3、熟悉SLAM算法, 熟悉ROS，有ROS，MRPT开发经验者优先；
4、熟练掌握C/C++编程，有Python开发经验优先。"
C++工程师,https://www.lagou.com/jobs/4809075.html,"高仙机器人
该企业已上传营业执照并通过资质验证审核",上海·张江,"15k-30k
经验不限",本科,算法,[],"“扁平化组织,技术大牛,范围和谐”","职位描述：
岗位职责：
    1. 负责机器人通用平台SDK的开发、调试；
    2. 负责机器人通用平台机器人相关算法的开发、调试；
    3. 负责SDK及软件设计文档的编写。

任职要求：
    1. 本科或本科以上学历，计算机相关专业毕业 ；
    2. 熟悉数据结构，操作系统，计算机原理，精通C/C++软件编程，熟悉面向对象设计方法；
    3. 能独立完成软件的设计与实现；
    4. 具备STL、网络、数据库多线程等相关知识的开发经验，并有深入认识；
    5. 扎实的C++语言基础和算法分析能力；
    6. 有良好的分析和解决问题能力，逻辑思维清晰严谨；
    7. 熟悉机器人定位导航SLAM算法优先；
    8. 熟悉Boost库优先。"
无人车运维工程师,https://www.lagou.com/jobs/5012640.html,"行云智能
该企业已上传营业执照并通过资质验证审核",深圳·南头,"8k-14k
经验不限",本科,"智能硬件
Linux
系统管理员",[],"“技术大牛,成长空间大,老板好”","职位描述：
工作职责：

负责自动驾驶实验车运营管理、车辆调度、道路测试、车辆维修、数据采集；
负责Caffe、Tensorflow、MXNet等机器学习项目安装部署、日常训练、错误排查工作；
负责SLAM工程的部署、测试、构图、优化；
负责硬件、单片机、ARM开发板的部署、维护；
负责自动驾驶相关功能自动化Linux脚本编写、优化、文档整理；
负责产品技术支持，包括问题发现、故障分析与排除等问题管理工作；
负责对研发功能进行测试和质量管理；
负责相机、底盘、激光雷达等传感器的标定工作； 

技能要求：
能够熟练使用Ubuntu Linux系统
熟悉OpenCV、Caffe、Tensorflow等常用计算机视觉和深度学习平台的编译、安装和配置并解决各类Make问题
能够学会并熟练使用ROS（机器人操作系统）的用法
能够学会熟练使用vim、git、docker等工具
掌握shell或python语言优先

素质要求：
耐心
能吃苦耐劳，具备很强的抗压能力
学习速度快，上进心强
有较强的执行力
做事细心冷静，有强烈的责任感和运维意识
愿意与团队长期共同成长"
自动驾驶高级研发工程师（定位系统研发方向）,https://www.lagou.com/jobs/5074216.html,"百度
该企业已上传营业执照并通过资质验证审核",北京·上地,"20k-40k
经验3-5年",本科,C++,[],"“福利优厚,大平台,技术大牛”","职位描述：
工作职责：
-负责自动驾驶高精定位系统研发与实现
- 负责OEM车厂项目需求跟进
-持续跟进行业动态和技术趋势，改进和优化现有产品；
职位要求：
- 相关专业本科或以上学历
- 熟练掌握C/C++编程语言，拥有扎实的计算机基础理论知识
-熟练掌握以下（GPS/IMU惯导算法、SLAM、视觉里程计、Radar、Lidar、QNX、ROS、OTA）一项或多项相关技术和开发经验
- 具有嵌入式操作系统和实时操作系统的经验，有较强的troubleshooting能力
-有强烈的上进心和求知欲，善于学习新事物，对技术充满激情
-责任心强，具备很高的沟通表达能力和团队合作意识"
机器人算法工程师,https://www.lagou.com/jobs/5299478.html,"上海钛米机器人科技有限公司
该企业已上传营业执照并通过资质验证审核",上海·张江,"20k-40k
经验不限",本科,"人工智能
计算机视觉",[],“公司是医疗领域第一的机器人公司”,"职位描述：
职责描述：
1.负责机器人激光导航算法，包括SLAM算法、定位、路径规划的研发和改进；
2.研发基于ROS框架下的多传感器融合算法；
3.参与框架优化、性能优化、系统优化重构等工作； 
4.能独立完成软件系统及模块的编码及测试。
任职要求：
1.本科及以上学历，计算机、电子、电气、自动化等相关专业；
2.熟悉机器人运动学、动力学建模及仿真分析；
3.熟悉ROS系统，有机器人相关项目经验优先；
4.熟悉C、C++或Python编程；
5.熟悉嵌入式系统和Linux系统；
6.具有良好的程序设计能力和设计文档编写能力；
7.具有较强的学习能力与动手能力，较强的沟通协调能力，较好的团队合作精神；"
算法工程师,https://www.lagou.com/jobs/5346283.html,萌田咨询,北京·昌平区,"30k-60k
经验不限",硕士,"汽车
信息安全
人工智能",[],“基本不加班，薪资高，交通便利”,"职位描述：
职位描述： 1. 负责自动驾驶汽车激光/视觉SLAM算法、高清地图创建及特征匹配定位的研发工作； 2. 参与自动驾驶汽车高清地图创建及多传感器融合定位相关工作工程化实现。 岗位要求： 1. 具有机器人、自动化、电气工程、机械自动化等相关专业硕士及以上学历； 2. 掌握激光雷达/视觉SLAM定位方法，拥有一年以上实际项目经验； 3. 具备较好的编程能力，熟练掌握C/C++或Python编程语言，有Linux下编程开发经验为佳，有ROS编程开发经验为佳。 控制算法工程师 岗位职责： 1) 负责无人驾驶车辆运动控制系统的研发（系统方案设计，算法开发，功能调试与验证）； 2) 负责车辆底层执行器特性的测试与辨识； 3) 负责运动控制系统与决策层，执行层等模块的交互，协同完成自动驾驶系统的功能调试；   岗位要求： 1) 具备1年以上无人驾驶控制系统算法开发工作（项目）经验，对无人驾驶系统控制算法有深入研究及实车调试经验； 2) 精通自动控制原理，掌握至少两种控制方法，熟悉控制系统设计方法与稳定性分析； 3) 具备车辆运动学，车辆动力学等理论基础； 4) 具备较好的编程能力，c/c++等，熟悉Linux,ROS系统； 5) 熟悉Matlab，Simulink,Carsim等车辆控制仿真软件；"
算法工程师（三维重建方向）,https://www.lagou.com/jobs/2623750.html,"非白
该企业已上传营业执照并通过资质验证审核",杭州·仓前,"10k-20k
经验不限",本科,"C++
图像处理
模式识别",[],"“法定节假日,带薪休假,五险一金,项目提成”","职位描述：
岗位职责
·负责三维扫描仪产品的算法开发与维护
·负责三维点云重建算法开发与维护
·负责相机标定相关算法开发与维护

任职要求
·熟悉立体视觉三维重建技术及相关代码的编写
·具有较强的图像处理和计算机视觉理论基础，熟悉计算机视觉多视几何相关知识，stereomatch、SFM、SLAM等
·两年以上C++使用经验，熟练使用opencv或Halcon
·熟悉常用特征点匹配akaze，sift，orb等；深厚的数学功底与算法理论研究能力"
高级计算机视觉研发工程师,https://www.lagou.com/jobs/4734946.html,"百度
该企业已上传营业执照并通过资质验证审核",深圳·深圳湾,"25k-50k
经验3-5年",本科,"股票期权
弹性工作
五险一金
免费班车",[],“晋升机会多 成长空间大 业务发展速度快”,"职位描述：
工作职责:
- 利用百度AI平台／OpenCV等，进行二次开发，负责AR广告产品开发
- 负责挖掘和提取视频相关特征（图像、语音、文本等维度）
- 将视频理解的成果引入到广告推荐系统，提升广告推荐
  职责要求:
- 掌握C++、Python编程，有扎实的视频和图像的算法基础
- 掌握SLAM、AR、人脸识别等方面的视觉技术
- 掌握视频编解码ffmpeg、图像处理opencv等基础工具
- 了解和追踪业界前沿发展方向，参加过算法竞赛并取得优异成绩者优先
- 逻辑思维缜密，重视协作，愿意同内部多部门跨团队合作"
机器人运动控制算法工程师,https://www.lagou.com/jobs/3926704.html,蓝因机器人,深圳·南山区,"9k-16k
经验不限",本科,"软件开发
嵌入式",[],"“期权激励,高技术,高潜力”","职位描述：
职位描述：
对于移动机器人路径规划算法的开发以及深度优化。
对于机器人常用传感器（摄像头、雷达、声呐、IMU）或其它重要模块（电机控制等等）的底层功能算法的开发。
优化整个机器人的软件系统框架。
任职要求：
必备项：
1. 熟悉C/C++，Linux (Ubuntu)，ROS。
2. 深入掌握机器人的基本控制原理，TF的计算（ROS自带的、Eigen、KDL），PID的控制，熟悉传感器数据的处理，SLAM的基本原理。
3. 有较强的自学能力和英文阅读能力。
4. 有很强的责任心并且懂得融入团队，能和大家打成一片！
加分项：
1. 熟悉MATLAB；LQR，SMC等常见控制原理；熟悉卡尔曼滤波器的原理以及实现。
2. 拥有机器视觉开发经验，熟悉对于点云数据的处理。
3. 同时了解搜索式及采样式路径规划算法的原理、优缺点及具體的实现方法。"
无人驾驶视觉感知-高级算法工程师,https://www.lagou.com/jobs/5331373.html,"Autobrain
该企业已上传营业执照并通过资质验证审核",天津·新立,"25k-35k
经验应届毕业生",本科,汽车,[],“高薪、福利好、创新公司、领导nice”,"职位描述：
工作职责：
1、基于视觉和深度学习的车道线识别，场景识别，红绿灯识别研发
2、基于视觉的像素级目标检测与跟踪。
3、基于视觉的SLAM算法和里程计算法研发。
4、基于视觉、多种雷达的数据融合研发。
能力要求：
1、本科以上学历，研究生、博士或者有无人车环境感知研究的优先；
2、熟悉一种或多种以上视觉感知研发内容，从事过此类研发5年以上；
3、必须有过3年以上人工智能方向算法研发经历；
4、 能够阅读中英文文献，针对无人车环境感知问题提出解决思路；
5、具有较强编程能力，有过大型软件算法开发经历；
6、能够独立带领2-10人软件工程师或实习生一起，针对环境感知问题制定解决方案"
机器学习算法工程师（实习）,https://www.lagou.com/jobs/4648976.html,"速感科技
该企业已上传营业执照并通过资质验证审核",北京·知春路,"4k-6k
经验应届毕业生",硕士,"软件开发
ERP",[],"“免费午晚饭,技术大牛,团队氛围好”","职位描述：
工作职责：
 1、使用机器学习进行SLAM技术的研发，包括物体识别、回环检测、算法优化等；
 2、将深度学习的顶尖技术应用到定位导航系统。

任职要求：
 1、具有良好的数学理论基础，熟悉优化算法；
 2、精通C/C++或Python等编程语言，具有良好的代码编写习惯；
 3、熟悉TensorFlow或Torch等深度学习框架；
 4、熟悉常见深度神经网络(CNN、RNN、LSTM等)，并能够将其应用于特定场景中去；
 5、熟悉机器学习、计算机视觉的基础理论和算法，以机器学习为专业研究方向者优先。"
视觉算法工程师,https://www.lagou.com/jobs/5130352.html,"福易得
该企业已上传营业执照并通过资质验证审核",北京·朝外,"30k-60k
经验1-3年",本科,"机器学习
计算机视觉",[],"“五险一金,免费班车,免费三餐”","职位描述：
1、熟悉机器学习的基本方法与理论
2、熟悉深度学习基本原理与模型，熟悉至少一种常用的深度学习工具
3、在深度学习、统计机器学习、计算机视觉、最优化方法等方面有较深入的研究
4、熟悉计算机视觉与图像处理的常用方法（物体检测、跟踪、分割与识别等），熟悉视觉SLAM的基本理论与算法，掌握常用的非线性优化库
5、优秀的工程实现能力，熟练C、C++、Python等编程语言，具备将算法落地到产品的经验"
图像识别开发实习生,https://www.lagou.com/jobs/5154396.html,"数据堂
该企业已上传营业执照并通过资质验证审核",北京·海淀区,"3k-4k
经验应届毕业生",硕士,"人工智能
图像处理",[],"“人工智能,优秀团队”","职位描述：
岗位职责：
1、参与图像语义识别、目标检测、图像分割等智能识别算法研发。
2、参与海量图像、视频数据的提取、清洗、转换等处理工作；
3、配合后端开发人工智能数据服务，提供稳定的、高可用性的智能Restful API服务;

任职要求: 
1. 计算机科学与技术专业毕业,图像和视觉专业优先.硕士及以上学历.
2. 熟练使用opencv库进行图像或视频处理,熟悉slam相关算法者优先.
3. 具备丰富的python编程经验，熟悉linux 开发环境.
4. 熟悉图像语义识别、图像分割相关网络模型,如ResNet, FPN, FasterRCNN, SSD,MaskRCNN等，熟悉tensorflow、caffe2、theano工具使用。
6. 有图像分割、目标检测的项目实践经验者优先."
嵌入式ROS工程师,https://www.lagou.com/jobs/4941410.html,"便利蜂
该企业已上传营业执照并通过资质验证审核",上海·闵行区,"15k-25k
经验1-3年",本科,"弹性工作
美女多
帅哥多
领导好",[],"“人工智能,14薪,发展潜力,弹性工作”","职位描述：
岗位职责：
1. 对ROS系统机器人进行需求分析，方案设计，详细设计开发；
2. 研究并开发机器人的自主避障，自主路径规划以及运动规划算法；
3. 融合移植基于ROS系统的激光，红外，声纳，视觉等传感模块；
4. 实现机器人自主定位导航、运动、避障、操作物等；
5. 进行功能仿真和实际测试；
任职要求
1. 硕士以上学历，计算机、测控、人工智能，机电、电子、通信、或相关专业毕业；
2. 精通基于Linux操作系统C++编程技巧；
3. 熟悉使用Linux系统，熟悉ROS平台，了解SLAM算法。

优先考虑：
1. 熟悉python，有嵌入式系统软硬件开发经验者优先；
2. 熟悉机器人操作系统（ROS）者优先。"
[实习]自动驾驶算法工程师,https://www.lagou.com/jobs/4786462.html,"Pony.ai
该企业已上传营业执照并通过资质验证审核",广州·南沙区,"5k-8k
经验不限",本科,"机器学习
深度学习
计算机视觉
图像处理",[],"“无人驾驶,大牛云集,弹性工作”","职位描述：
岗位职责：
负责自动驾驶汽车相关各个模块算法的研发工作，包括但不限于：环境感知算法研发，路径规划与控制算法研发、定位算法研发等，同时参与车载自动驾驶系统的工程化实现。

任职要求：
-计算机或相关专业本科及以上学历； 
-优秀的编程能力，熟悉C/C++或Python； 
-掌握计算机相关基础知识，具备优秀的数学能力，熟悉常用的机器学习算法与理论； 

若能满足如下条件的其中一个，会适当加分： 
-有过SLAM算法经验； 
-熟悉图像分割、目标检测及跟踪等计算机视觉相关算法； 
-熟悉PID控制算法； 
-熟悉某种深度学校框架，如TensorFlow, MXNet, Caffe, Torch等，对深度学习有深入的了解。"
算法工程师,https://www.lagou.com/jobs/3948410.html,"宽凳科技
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"20k-40k
经验不限",硕士,"视频
深度学习
图像处理
模式识别",[],"“免费零食,免费健身房,专业指导,免费下午茶”","职位描述：
计算机视觉高级（资深）工程师（SLAM、三维方向）
薪资：
岗位描述：
1）参与产品中的SLAM、视觉定位、三维重建系统的搭建及相关算法的研究与实现。
2）参与产品中的要素识别、提取、可视化相关产品的研究与实现。
3）持续跟踪国内外相关领域进展，根据公司产品需要不断进行创新及性能提升。

岗位要求：
1）计算机视觉、摄影测量、模式识别、数学等相关专业本科以上学历。
2）具有良好的编程风格，熟悉C、C++编程，精通网络编程、多线程编程；
3）熟悉常用数据结构算法，有扎实的数学基础，包括矩阵理论、线性代数、概率以及最优化等；
4）熟悉计算机视觉和图像处理的常用方法，熟练使用opencv；
5）掌握SLAM的基础理论和算法，研究并开发以视觉为主的多传感器融合的SLAM构建算法以及跟踪定位算法。
6）较强的逻辑思维能力以及算法实现能力，具备良好的沟通能力、解决实际问题的能力和团队合作精神。
7）在机器学习、图像视频理解、图像分类、物体检测等算法方面有经验者优先；"
机器人ROS开发工程师,https://www.lagou.com/jobs/4986944.html,"Xmov
该企业已上传营业执照并通过资质验证审核",上海·徐汇区,"12k-20k
经验3-5年",本科,"其他
计算机视觉",[],"“明星团队,顶级科学家,顶级风投,期权丰厚”","职位描述：
岗位职责：
1.搭建基于ROS的机器人系统总体框架；
2.融合声音识别、视觉，激光及其他传感器模块，实现机器人的定位，导航，运动及交互；
3.能独立完成软件系统及模块的编码及测试；
4.负责编制与项目相关的技术文档；
任职要求：
1.自动化类及相关专业，本科及以上；
2.熟悉ROS机器人系统技术体系，熟练掌握ROS开发工具，有1-2年的ROS开发经历。
3.有opencv视觉库、SLAM及语音识别相关工作经验；
4.精通linux程序架构设计；精通C/C++或python；
5.热爱机器人，有嵌入式系统软硬件开发经验者优先，热爱ROS开发工作，能吃苦耐劳，有团队合作精神，沟通能力强。"
实习-算法工程师,https://www.lagou.com/jobs/5276223.html,"Pony.ai 小马智行
该企业已上传营业执照并通过资质验证审核",北京·西北旺,"5k-7k
经验不限",本科,机器学习,[],“全明星的技术团队，带你遨游炫酷的技术海洋”,"职位描述：
岗位职责：
负责自动驾驶汽车相关各个模块算法的研发工作，包括但不限于：环境感知算法研发，路径规划与控制算法研发、定位算法研发等，同时参与车载自动驾驶系统的工程化实现。
  要求：
-计算机或相关专业本科及以上学历；
-优秀的编程能力，熟悉C/C++或Python；
-掌握计算机相关基础知识，具备优秀的数学能力，熟悉常用的机器学习算法与理论；
  -若能满足如下条件的其中一个，会适当加分：
-有过SLAM算法经验；
-熟悉图像分割、目标检测及跟踪等计算机视觉相关算法；
-熟悉PID控制算法；
-熟悉某种深度学校框架，如TensorFlow, MXNet, Caffe, Torch等，对深度学习有深入的了解。"
高精地图算法工程师,https://www.lagou.com/jobs/4952417.html,"牧月
该企业已上传营业执照并通过资质验证审核",深圳·龙华新…,"25k-50k
经验不限",本科,人工智能,[],"“团队氛围好,快速成长,免费食宿”","职位描述：
职位诱惑：有竞争力薪资、快速成长空间、免费食宿 、不限量零食饮料
岗位职能：
1、 协助完成无人车高精地图相关的算法开发、测试；
2、 工作内容包括但不限于：SLAM、多传感器融合、优化等；
3、 地图相关的智能化数据标注等工具开发、完善；

任职资格：
1、 具有自动化、计算机等相关专业本科及以上学历；
2、 编程基础扎实，熟悉Linux操作系统，有较丰富c/c++、python等开发经验；
3、 熟悉三维重建基本算法；
4、 有点云数据处理经验者优先；
5、 有无人驾驶、无人机等相关工作经验者优先；
6、 具备较好的沟通表达能力和团队合作意识，有激情，能适应创业公司；"
算法工程师,https://www.lagou.com/jobs/4734518.html,"深圳市恩钛控股有限公司
该企业已上传营业执照并通过资质验证审核",深圳·科技园,"8k-12k
经验1-3年",本科,"人工智能
机器学习
深度学习
计算机视觉",[],"“节日福利,五险一金,绩效奖金,扁平化管理”","职位描述：
岗位职责：
1. 推进计算机视觉和机器/深度学习的最新技术。
2. 在计算机视觉和机器/深度学习领域构建关键性应用。
3. 将这些技术部署到相关业务中。
4. 指导实习生。
任职要求：
1. 背景：机器/深度学习，计算机视觉；图像或信号处理；计算摄影；计算机图形。
2. 扎实的代码能力。
3. 了解最新的研究成果，公共标准和开源系统。
4. 积极主动，善于沟通，善于团队合作。
5. 熟悉Python等脚本语言者优先。
6. 具有丰富的深度学习框架（如TensorFlow，MXNet，Torch）应用经验者优先考虑。
7. 加分项：具有深度学习，计算机视觉，视频分析，三维重建/ SLAM和计算机图形学等方面的研究经验（如一个或多个会议或期刊论文的作者）。"
